PLAYER,SALARY,SEASON,TEAM,AGE,GP,W,L,PTS,3PM,REB,AST,TOV,STL,BLK,+/-,OFFRTG,DEFRTG,NETRTG,SALARY_CAP
Dorell Wright,3823000.0,2010,GSW,25.0,82.0,36.0,46.0,16.4,2.4,5.3,3.0,1.6,1.5,0.8,-1.6,107.1,109.0,-1.9,58044000
Udonis Haslem,3780000.0,2010,MIA,31.0,13.0,8.0,5.0,8.0,0.0,8.2,0.5,1.1,0.5,0.2,4.1,108.2,100.4,7.8,58044000
Nazr Mohammed,3750000.0,2010,OKC,33.0,75.0,40.0,35.0,7.1,0.0,4.9,0.3,0.9,0.4,0.7,0.2,105.8,105.0,0.8,58044000
Mike Dunleavy,3750000.0,2010,IND,30.0,61.0,28.0,33.0,11.2,1.7,4.5,1.7,1.1,0.7,0.5,1.4,104.2,101.6,2.6,58044000
CJ Miles,3700000.0,2010,UTA,24.0,78.0,36.0,42.0,12.8,1.4,3.3,1.7,1.2,0.9,0.5,0.7,106.0,103.9,2.2,58044000
Nick Young,3695857.0,2010,WAS,26.0,64.0,14.0,50.0,17.4,1.6,2.7,1.2,1.4,0.7,0.3,-4.4,100.7,107.9,-7.2,58044000
Luke Ridnour,3680000.0,2010,MIN,30.0,71.0,13.0,58.0,11.8,1.1,2.8,5.4,2.2,1.3,0.1,-3.5,103.6,109.0,-5.4,58044000
Tiago Splitter,3672000.0,2010,SAS,26.0,60.0,43.0,17.0,4.6,0.0,3.4,0.4,0.5,0.5,0.3,-0.4,103.5,104.8,-1.3,58044000
DeMarcus Cousins,3627720.0,2010,SAC,20.0,81.0,23.0,58.0,14.1,0.0,8.6,2.5,3.3,1.0,0.8,-3.3,101.3,107.5,-6.3,58044000
Joel Anthony,3600000.0,2010,MIA,28.0,75.0,55.0,20.0,2.0,0.0,3.5,0.3,0.5,0.1,1.2,1.6,106.2,101.4,4.8,58044000
Shannon Brown,3500000.0,2010,LAL,25.0,82.0,57.0,25.0,8.7,0.9,1.9,1.2,0.9,0.8,0.2,1.4,103.1,100.0,3.1,58044000
Chris Duhon,3500000.0,2010,ORL,28.0,51.0,36.0,15.0,2.5,0.3,1.0,2.3,1.2,0.3,0.0,0.0,97.5,97.3,0.2,58044000
Carlos Delfino,3500000.0,2010,MIL,28.0,49.0,21.0,28.0,11.5,2.1,4.1,2.3,1.2,1.6,0.2,-1.7,99.1,101.8,-2.7,58044000
Shaun Livingston,3500000.0,2010,CHA,25.0,73.0,31.0,42.0,6.6,0.0,2.0,2.2,1.2,0.6,0.4,-1.0,97.0,100.1,-3.1,58044000
Jonny Flynn,3414720.0,2010,MIN,22.0,53.0,10.0,43.0,5.3,0.6,1.5,3.4,2.1,0.6,0.1,-3.4,100.3,109.4,-9.0,58044000
Derek Fisher,3400000.0,2010,LAL,36.0,82.0,57.0,25.0,6.8,0.8,1.9,2.7,0.9,1.2,0.1,5.5,111.7,101.8,9.8,58044000
Marco Belinelli,3377604.0,2010,NOH,25.0,80.0,44.0,36.0,10.5,1.7,1.9,1.2,1.0,0.5,0.1,1.1,106.7,105.0,1.6,58044000
Timofey Mozgov,3343896.0,2010,DEN,24.0,45.0,27.0,18.0,3.6,0.0,2.7,0.3,0.8,0.3,0.6,-0.9,102.8,105.8,-3.0,58044000
Daequan Cook,3341558.0,2010,OKC,24.0,43.0,30.0,13.0,5.6,1.5,1.7,0.5,0.4,0.3,0.0,1.8,108.3,100.9,7.4,58044000
Matt Bonner,3315000.0,2010,SAS,31.0,66.0,48.0,18.0,7.3,1.6,3.6,0.9,0.4,0.4,0.3,3.9,111.2,102.4,8.8,58044000
Thabo Sefolosha,3300000.0,2010,OKC,27.0,79.0,53.0,26.0,5.1,0.4,4.4,1.4,0.7,1.2,0.5,1.3,108.8,106.0,2.8,58044000
Ekpe Udoh,3294960.0,2010,GSW,24.0,58.0,28.0,30.0,4.1,0.0,3.1,0.7,0.8,0.4,1.5,1.8,108.3,102.2,6.1,58044000
Nick Collison,3272997.0,2010,OKC,30.0,71.0,48.0,23.0,4.6,0.0,4.5,1.0,0.8,0.6,0.4,4.4,111.5,100.8,10.7,58044000
Will Bynum,3250000.0,2010,DET,28.0,61.0,23.0,38.0,7.9,0.3,1.2,3.2,1.4,0.9,0.1,-2.8,104.1,111.0,-6.9,58044000
Johan Petro,3250000.0,2010,NJN,25.0,77.0,22.0,55.0,3.5,0.0,2.8,0.6,0.6,0.4,0.4,-2.0,94.5,101.4,-6.9,58044000
Raja Bell,3240000.0,2010,UTA,34.0,68.0,34.0,34.0,8.0,1.0,2.6,1.7,0.9,0.8,0.2,-3.1,105.6,110.7,-5.1,58044000
Tony Allen,3150000.0,2010,MEM,29.0,72.0,40.0,32.0,8.9,0.1,2.7,1.4,1.2,1.8,0.6,0.7,103.2,100.4,2.9,58044000
Stephen Curry,3117120.0,2010,GSW,23.0,74.0,33.0,41.0,18.6,2.0,3.9,5.8,3.1,1.5,0.3,-0.2,108.5,108.4,0.0,58044000
Brook Lopez,3076983.0,2010,NJN,23.0,82.0,24.0,58.0,20.4,0.0,6.0,1.6,2.1,0.6,1.5,-3.8,103.5,109.7,-6.2,58044000
Corey Brewer,3059000.0,2010,DAL,25.0,69.0,22.0,47.0,8.0,0.4,2.5,1.3,1.3,1.4,0.2,-1.9,102.8,106.4,-3.6,58044000
Jerryd Bayless,3042280.0,2010,TOR,22.0,71.0,25.0,46.0,9.2,0.7,2.3,3.7,1.8,0.5,0.1,-4.0,100.9,110.2,-9.3,58044000
Greg Monroe,3007920.0,2010,DET,21.0,80.0,30.0,50.0,9.4,0.0,7.5,1.3,1.0,1.2,0.6,-1.7,107.0,109.5,-2.5,58044000
Jason Thompson,3001284.0,2010,SAC,24.0,75.0,24.0,51.0,8.8,0.0,6.1,1.2,1.3,0.4,0.6,-1.9,103.3,106.6,-3.3,58044000
Shane Battier,3000000.0,2010,MEM,32.0,82.0,42.0,40.0,7.6,1.2,4.5,2.3,1.0,0.8,1.0,2.3,110.9,107.1,3.8,58044000
Josh McRoberts,3000000.0,2010,IND,24.0,72.0,34.0,38.0,7.4,0.3,5.3,2.1,1.3,0.7,0.8,0.8,104.7,102.8,1.8,58044000
Jeff Foster,3000000.0,2010,IND,34.0,56.0,25.0,31.0,3.3,0.0,6.3,0.8,0.5,0.4,0.6,0.9,104.7,100.4,4.3,58044000
Shawne Williams,3000000.0,2010,NYK,25.0,64.0,33.0,31.0,7.1,1.3,3.7,0.7,0.7,0.6,0.8,0.1,108.3,108.3,0.0,58044000
Chris Wilcox,3000000.0,2010,DET,28.0,57.0,22.0,35.0,7.4,0.0,4.8,0.8,0.8,0.5,0.3,-0.1,110.8,110.8,0.0,58044000
Brandon Rush,2956658.0,2010,IND,25.0,67.0,27.0,40.0,9.1,1.4,3.2,0.9,1.0,0.6,0.5,-3.1,100.7,106.3,-5.6,58044000
Anthony Randolph,2911231.0,2010,MIN,21.0,40.0,11.0,29.0,7.6,0.0,4.0,0.8,1.3,0.6,0.6,-3.5,96.3,107.0,-10.7,58044000
Robin Lopez,2862602.0,2010,PHX,23.0,67.0,33.0,34.0,6.4,0.0,3.2,0.1,0.7,0.3,0.7,-0.7,106.9,108.7,-1.8,58044000
Jordan Hill,2855760.0,2010,HOU,23.0,72.0,38.0,34.0,5.6,0.0,4.3,0.4,0.9,0.2,0.7,-2.1,103.4,110.4,-7.1,58044000
Al-Farouq Aminu,2755560.0,2010,LAC,20.0,81.0,31.0,50.0,5.6,0.6,3.3,0.7,1.3,0.7,0.3,-2.3,98.5,104.9,-6.4,58044000
Eduardo Najera,2750000.0,2010,CHA,34.0,31.0,14.0,17.0,2.2,0.4,1.4,0.6,0.4,0.4,0.2,0.3,100.6,98.3,2.3,58044000
Marreese Speights,2721255.0,2010,PHI,23.0,64.0,33.0,31.0,5.4,0.0,3.3,0.5,0.6,0.1,0.3,0.8,101.4,97.2,4.2,58044000
Dahntay Jones,2700000.0,2010,IND,30.0,45.0,22.0,23.0,6.3,0.3,1.4,0.7,0.7,0.4,0.2,-0.8,99.1,101.1,-2.0,58044000
Antonio McDyess,2640000.0,2010,SAS,36.0,73.0,54.0,19.0,5.3,0.0,5.4,1.2,1.0,0.5,0.5,1.8,107.8,102.0,5.7,58044000
DeMar DeRozan,2625000.0,2010,TOR,21.0,82.0,22.0,60.0,17.2,0.1,3.8,1.8,1.8,1.0,0.4,-5.0,104.4,111.7,-7.3,58044000
Roy Hibbert,2588590.0,2010,IND,24.0,81.0,37.0,44.0,12.7,0.0,7.5,2.0,2.3,0.4,1.8,-0.4,103.9,104.4,-0.4,58044000
Ersan Ilyasova,2541000.0,2010,MIL,24.0,60.0,25.0,35.0,9.5,0.6,6.1,0.9,1.1,0.9,0.4,1.0,102.9,101.0,1.9,58044000
Gordon Hayward,2532960.0,2010,UTA,21.0,72.0,33.0,39.0,5.4,0.5,1.9,1.1,1.0,0.4,0.3,-2.7,103.1,111.1,-8.0,58044000
Aaron Gray,2500000.0,2010,NOH,26.0,41.0,21.0,20.0,3.1,0.0,4.2,0.4,0.8,0.3,0.3,0.7,107.4,103.5,3.9,58044000
Jason Smith,2500000.0,2010,NOH,25.0,77.0,44.0,33.0,4.3,0.0,3.1,0.5,0.7,0.3,0.4,-0.1,99.9,98.5,1.3,58044000
Kenyon Martin,2500000.0,2010,DEN,33.0,48.0,31.0,17.0,8.6,0.0,6.2,2.3,1.2,0.9,0.7,4.3,111.9,103.7,8.2,58044000
Reggie Williams,2500000.0,2010,GSW,24.0,80.0,36.0,44.0,9.2,1.3,2.7,1.5,0.7,0.4,0.0,-0.8,105.0,107.3,-2.4,58044000
DeShawn Stevenson,2500000.0,2010,DAL,30.0,72.0,49.0,23.0,5.3,1.3,1.5,1.1,0.6,0.3,0.1,0.4,103.2,101.5,1.8,58044000
Brandon Jennings,2493720.0,2010,MIL,21.0,63.0,27.0,36.0,16.2,1.6,3.7,4.8,2.3,1.5,0.3,-1.1,100.0,101.6,-1.6,58044000
Ryan Hollins,2483333.0,2010,CLE,26.0,70.0,17.0,53.0,5.3,0.0,2.7,0.4,1.0,0.3,0.6,-1.8,102.5,107.2,-4.7,58044000
JaVale McGee,2462400.0,2010,WAS,23.0,79.0,23.0,56.0,10.1,0.0,8.0,0.5,1.3,0.5,2.4,-2.9,103.2,107.8,-4.5,58044000
Quentin Richardson,2446600.0,2010,ORL,31.0,57.0,37.0,20.0,4.4,0.7,3.1,0.7,0.6,0.4,0.1,1.2,103.5,100.3,3.1,58044000
Paul George,2406240.0,2010,IND,21.0,61.0,29.0,32.0,7.8,0.7,3.7,1.1,1.1,1.0,0.4,-0.1,104.2,104.1,0.0,58044000
JR Smith,2382353.0,2010,DEN,25.0,79.0,49.0,30.0,12.3,1.6,4.1,2.2,1.3,1.2,0.2,3.2,112.4,105.9,6.5,58044000
Terrence Williams,2369040.0,2010,HOU,24.0,21.0,7.0,14.0,5.0,0.3,2.4,1.8,1.6,0.4,0.0,-3.5,93.8,105.4,-11.6,58044000
JJ Hickson,2354537.0,2010,CLE,22.0,80.0,19.0,61.0,13.8,0.0,8.7,1.1,2.2,0.6,0.7,-6.7,99.1,111.1,-12.0,58044000
Cole Aldrich,2286000.0,2010,OKC,22.0,18.0,11.0,7.0,1.0,0.0,1.9,0.2,0.4,0.3,0.4,0.4,100.7,98.6,2.1,58044000
Gerald Henderson,2250600.0,2010,CHA,23.0,68.0,29.0,39.0,9.6,0.1,3.0,1.5,0.9,0.7,0.5,-1.5,102.3,105.0,-2.7,58044000
Anthony Parker,2250000.0,2010,CLE,36.0,72.0,18.0,54.0,8.3,1.2,3.0,3.0,1.1,0.9,0.1,-4.2,100.9,108.4,-7.5,58044000
Ben Wallace,2246400.0,2010,DET,36.0,54.0,20.0,34.0,2.9,0.0,6.5,1.3,0.8,1.0,1.0,-3.2,102.2,109.9,-7.6,58044000
Keyon Dooling,2246400.0,2010,MIL,31.0,80.0,35.0,45.0,7.1,1.0,1.5,3.0,1.1,0.7,0.1,0.9,101.3,98.4,2.9,58044000
Ryan Anderson,2244601.0,2010,ORL,23.0,64.0,43.0,21.0,10.6,2.1,5.5,0.8,0.8,0.5,0.6,4.3,109.1,99.5,9.6,58044000
Courtney Lee,2225093.0,2010,HOU,25.0,81.0,43.0,38.0,8.3,0.9,2.6,1.2,0.8,0.7,0.2,0.1,107.5,106.9,0.6,58044000
Kosta Koufos,2203792.0,2010,DEN,22.0,50.0,17.0,33.0,3.2,0.0,2.6,0.1,0.6,0.2,0.5,-1.0,102.3,107.5,-5.3,58044000
Rudy Fernandez,2180443.0,2010,POR,26.0,78.0,46.0,32.0,8.6,1.5,2.2,2.5,1.1,1.1,0.2,1.2,104.7,103.2,1.5,58044000
Xavier Henry,2171640.0,2010,MEM,20.0,38.0,19.0,19.0,4.3,0.1,1.0,0.5,0.3,0.3,0.1,-1.2,99.4,103.2,-3.8,58044000
Nicolas Batum,2155365.0,2010,POR,22.0,80.0,47.0,33.0,12.4,1.5,4.5,1.5,1.0,0.9,0.6,0.6,107.0,106.4,0.6,58044000
Josh Howard,2150000.0,2010,WAS,31.0,18.0,3.0,15.0,8.4,0.4,4.1,1.3,1.1,0.7,0.3,-4.8,97.9,106.9,-9.0,58044000
Tyler Hansbrough,2138040.0,2010,IND,25.0,70.0,34.0,36.0,11.0,0.0,5.2,0.6,1.1,0.5,0.2,-1.7,102.5,106.1,-3.6,58044000
Goran Dragic,2108000.0,2010,HOU,25.0,70.0,37.0,33.0,7.5,0.8,2.0,2.9,1.7,0.7,0.1,-3.0,99.4,107.2,-7.8,58044000
George Hill,2086360.0,2010,SAS,25.0,76.0,56.0,20.0,11.6,1.0,2.6,2.5,1.3,0.9,0.3,3.7,110.1,103.1,7.0,58044000
Ed Davis,2063040.0,2010,TOR,22.0,65.0,16.0,49.0,7.7,0.0,7.1,0.6,0.7,0.6,1.0,-5.2,101.4,111.2,-9.8,58044000
Anthony Tolliver,2050000.0,2010,MIN,26.0,65.0,12.0,53.0,6.7,0.7,4.5,1.3,0.8,0.4,0.4,-1.2,102.3,104.8,-2.5,58044000
Darrell Arthur,2027119.0,2010,MEM,23.0,80.0,45.0,35.0,9.1,0.0,4.3,0.7,1.1,0.7,0.8,0.5,100.8,99.1,1.7,58044000
Donte Greene,2015896.0,2010,SAC,23.0,69.0,21.0,48.0,5.8,0.7,2.1,0.7,0.9,0.5,0.3,-1.6,101.6,104.9,-3.3,58044000
DJ White,2001167.0,2010,CHA,24.0,47.0,23.0,24.0,5.7,0.0,3.4,0.4,0.3,0.3,0.4,-0.7,100.8,103.3,-2.5,58044000
Earl Watson,2000000.0,2010,UTA,32.0,80.0,37.0,43.0,4.3,0.5,2.3,3.5,1.5,0.8,0.2,0.1,105.8,105.3,0.6,58044000
Dante Cunningham,2000000.0,2010,CHA,24.0,78.0,39.0,39.0,6.2,0.0,3.6,0.6,0.7,0.7,0.6,-1.8,101.1,105.4,-4.3,58044000
Patrick Patterson,1959960.0,2010,HOU,22.0,52.0,29.0,23.0,6.3,0.0,3.8,0.8,0.6,0.3,0.7,0.2,106.1,105.8,0.3,58044000
Austin Daye,1929600.0,2010,DET,23.0,72.0,26.0,46.0,7.5,1.0,3.8,1.1,0.8,0.5,0.5,-1.8,105.0,109.5,-4.6,58044000
Matt Barnes,1906200.0,2010,LAL,31.0,53.0,36.0,17.0,6.7,0.6,4.3,1.3,1.1,0.7,0.4,0.4,103.9,102.4,1.5,58044000
Larry Sanders,1861920.0,2010,MIL,22.0,60.0,28.0,32.0,4.3,0.0,3.0,0.3,0.6,0.4,1.2,-2.4,92.4,100.6,-8.2,58044000
Omer Asik,1857500.0,2010,CHI,24.0,82.0,62.0,20.0,2.8,0.0,3.7,0.4,0.8,0.2,0.7,2.9,103.2,90.2,13.1,58044000
James Johnson,1833120.0,2010,TOR,24.0,38.0,15.0,23.0,7.1,0.2,3.7,2.3,1.7,0.9,1.0,-1.8,105.1,108.2,-3.1,58044000
Luke Babbitt,1768800.0,2010,POR,22.0,24.0,11.0,13.0,1.5,0.1,1.3,0.3,0.3,0.1,0.1,-1.3,88.0,98.3,-10.3,58044000
Jrue Holiday,1741440.0,2010,PHI,21.0,82.0,41.0,41.0,14.0,1.0,4.0,6.5,2.7,1.5,0.4,2.1,106.8,103.9,2.9,58044000
Kevin Seraphin,1680360.0,2010,WAS,21.0,58.0,15.0,43.0,2.7,0.0,2.6,0.2,0.7,0.3,0.5,-3.4,94.3,109.2,-14.9,58044000
Renaldo Balkman,1675000.0,2010,NYK,26.0,8.0,6.0,2.0,2.0,0.1,0.9,0.3,0.1,0.5,0.3,0.4,105.2,102.2,3.0,58044000
Ty Lawson,1654440.0,2010,DEN,23.0,80.0,49.0,31.0,11.7,0.9,2.6,4.7,1.7,1.0,0.1,2.9,112.8,107.4,5.4,58044000
Eric Bledsoe,1596360.0,2010,LAC,21.0,81.0,32.0,49.0,6.7,0.4,2.8,3.6,2.4,1.1,0.3,-2.7,99.7,106.1,-6.4,58044000
Jeff Teague,1579920.0,2010,ATL,23.0,70.0,36.0,34.0,5.2,0.3,1.5,2.0,0.9,0.6,0.4,-0.9,100.2,103.6,-3.4,58044000
Avery Bradley,1524480.0,2010,BOS,20.0,31.0,21.0,10.0,1.7,0.0,0.5,0.4,0.5,0.3,0.0,-1.8,82.8,99.1,-16.3,58044000
Eric Maynor,1516680.0,2010,OKC,24.0,82.0,55.0,27.0,4.2,0.5,1.5,2.9,0.9,0.4,0.1,2.4,107.4,99.0,8.5,58044000
Gary Forbes,1500000.0,2010,DEN,26.0,63.0,39.0,24.0,5.2,0.3,1.8,0.8,0.7,0.4,0.1,-0.5,108.2,110.0,-1.9,58044000
Sebastian Telfair,1500000.0,2010,MIN,26.0,37.0,11.0,26.0,7.2,0.8,1.5,3.0,1.7,0.7,0.1,-2.4,101.4,107.4,-6.0,58044000
James Jones,1500000.0,2010,MIA,30.0,81.0,57.0,24.0,5.9,1.5,2.0,0.5,0.3,0.4,0.2,3.0,107.2,100.4,6.8,58044000
James Anderson,1463520.0,2010,SAS,22.0,26.0,17.0,9.0,3.6,0.7,0.9,0.7,0.5,0.1,0.2,-1.9,99.5,107.0,-7.5,58044000
Darren Collison,1455960.0,2010,IND,23.0,79.0,36.0,43.0,13.2,0.5,2.8,5.1,2.5,1.1,0.2,-1.7,104.2,106.7,-2.6,58044000
Craig Brackins,1404960.0,2010,PHI,23.0,3.0,0.0,3.0,2.7,0.0,1.3,0.3,0.0,0.3,0.0,-3.7,101.7,122.0,-20.4,58044000
Anthony Carter,1352181.0,2010,NYK,36.0,33.0,20.0,13.0,3.3,0.4,1.5,2.1,1.2,0.8,0.2,0.3,103.3,102.3,0.9,58044000
Jamaal Magloire,1352181.0,2010,MIA,33.0,18.0,14.0,4.0,1.9,0.0,3.4,0.2,0.3,0.2,0.1,0.7,99.7,94.7,4.9,58044000
Kurt Thomas,1352181.0,2010,CHI,38.0,52.0,39.0,13.0,4.1,0.0,5.8,1.2,0.8,0.6,0.8,3.0,105.9,98.3,7.6,58044000
Tony Battie,1352181.0,2010,PHI,35.0,38.0,14.0,24.0,2.6,0.1,2.6,0.3,0.3,0.1,0.4,-0.8,93.4,97.7,-4.3,58044000
Mike Bibby,1352181.0,2010,MIA,33.0,80.0,49.0,31.0,8.6,1.9,2.4,3.3,1.3,0.6,0.1,2.3,108.5,105.3,3.2,58044000
Eddie House,1352181.0,2010,MIA,33.0,56.0,39.0,17.0,6.5,1.2,1.6,1.1,0.5,0.6,0.1,1.9,106.5,101.5,5.0,58044000
Juwan Howard,1352181.0,2010,MIA,38.0,57.0,43.0,14.0,2.4,0.0,2.1,0.4,0.4,0.2,0.1,0.4,103.6,101.9,1.7,58044000
Troy Murphy,1352181.0,2010,BOS,31.0,35.0,13.0,22.0,3.1,0.1,3.2,0.7,0.6,0.4,0.1,-3.6,88.1,102.7,-14.6,58044000
Brian Cardinal,1352181.0,2010,DAL,34.0,56.0,37.0,19.0,2.6,0.8,1.1,0.7,0.3,0.4,0.1,-0.5,103.7,106.4,-2.7,58044000
Brian Scalabrine,1352181.0,2010,CHI,33.0,18.0,12.0,6.0,1.1,0.0,0.4,0.3,0.3,0.2,0.2,-0.4,102.2,104.3,-2.1,58044000
Vladimir Radmanovic,1352181.0,2010,GSW,30.0,74.0,32.0,42.0,5.1,0.9,2.9,1.1,0.8,0.6,0.6,0.7,108.5,105.1,3.4,58044000
Tracy McGrady,1352181.0,2010,DET,32.0,72.0,25.0,47.0,8.0,0.4,3.5,3.5,1.4,0.9,0.5,-1.2,103.7,106.6,-2.9,58044000
Jason Collins,1352181.0,2010,ATL,32.0,49.0,27.0,22.0,2.0,0.0,2.1,0.4,0.5,0.2,0.2,1.8,103.3,95.0,8.4,58044000
Jerry Stackhouse,1352181.0,2010,MIA,36.0,7.0,5.0,2.0,1.7,0.1,1.0,0.4,0.3,0.0,0.3,-0.6,93.9,101.1,-7.2,58044000
Omri Casspi,1341960.0,2010,SAC,23.0,71.0,17.0,54.0,8.6,1.3,4.3,1.0,1.0,0.8,0.2,-1.9,103.9,108.5,-4.6,58044000
Michael Redd,1308506.0,2010,MIL,31.0,10.0,6.0,4.0,4.4,0.4,0.8,1.2,0.4,0.2,0.1,1.0,108.1,104.6,3.4,58044000
Hamed Haddadi,1300000.0,2010,MEM,26.0,31.0,18.0,13.0,2.4,0.0,2.2,0.2,0.4,0.1,0.4,1.5,113.1,101.5,11.6,58044000
Trevor Booker,1294920.0,2010,WAS,23.0,65.0,15.0,50.0,5.3,0.0,3.9,0.5,0.6,0.4,0.6,-2.7,101.2,108.6,-7.4,58044000
Serge Ibaka,1288200.0,2010,OKC,21.0,82.0,55.0,27.0,9.9,0.0,7.6,0.3,0.9,0.4,2.4,1.7,108.1,104.9,3.2,58044000
Damion James,1243080.0,2010,NJN,23.0,25.0,7.0,18.0,4.4,0.0,3.4,0.8,1.0,0.6,0.5,-1.2,96.5,99.3,-2.8,58044000
Rodrigue Beaubois,1236720.0,2010,DAL,23.0,28.0,19.0,9.0,8.4,0.9,1.9,2.3,1.7,0.7,0.3,-0.6,98.9,99.6,-0.7,58044000
Rasual Butler,1229255.0,2010,CHI,32.0,47.0,17.0,30.0,4.7,1.0,1.6,0.6,0.5,0.2,0.3,-1.9,95.0,101.9,-6.9,58044000
Jared Jeffries,1229255.0,2010,NYK,29.0,42.0,20.0,22.0,1.8,0.0,2.8,0.9,0.5,0.7,0.4,2.5,116.9,105.6,11.4,58044000
Reggie Evans,1229255.0,2010,TOR,31.0,30.0,11.0,19.0,4.4,0.0,11.5,1.3,1.3,1.0,0.2,-5.9,101.7,112.3,-10.7,58044000
Maurice Evans,1223166.0,2010,WAS,32.0,73.0,36.0,37.0,6.3,0.8,2.1,0.6,0.5,0.5,0.2,-3.6,98.3,106.4,-8.2,58044000
Jason Kapono,1223166.0,2010,PHI,30.0,24.0,9.0,15.0,0.7,0.0,0.5,0.2,0.1,0.1,0.0,1.5,107.1,98.7,8.5,58044000
Brian Cook,1223166.0,2010,LAC,30.0,40.0,8.0,32.0,4.8,0.9,2.4,0.4,0.6,0.3,0.3,-0.7,102.5,105.1,-2.6,58044000
Marquis Daniels,1223166.0,2010,BOS,30.0,49.0,37.0,12.0,5.5,0.1,2.3,1.3,0.8,0.8,0.4,0.0,98.6,98.4,0.2,58044000
Willie Green,1223166.0,2010,NOH,29.0,77.0,44.0,33.0,8.7,0.7,2.1,1.0,0.9,0.5,0.2,-0.8,100.3,101.9,-1.6,58044000
Royal Ivey,1200000.0,2010,OKC,29.0,25.0,20.0,5.0,1.6,0.3,0.6,0.3,0.2,0.2,0.0,-1.3,94.5,102.8,-8.3,58044000
Taj Gibson,1195680.0,2010,CHI,26.0,80.0,60.0,20.0,7.1,0.0,5.7,0.7,0.9,0.5,1.3,3.2,105.0,97.0,8.0,58044000
Dominique Jones,1193280.0,2010,DAL,22.0,18.0,10.0,8.0,2.3,0.0,1.4,1.1,0.6,0.3,0.2,-1.2,90.5,99.2,-8.8,58044000
Earl Clark,1160000.0,2010,ORL,23.0,42.0,28.0,14.0,3.9,0.0,2.4,0.2,0.7,0.2,0.4,-1.3,96.7,102.8,-6.1,58044000
Wayne Ellington,1154040.0,2010,MIN,23.0,62.0,14.0,48.0,6.6,0.8,1.7,1.2,0.9,0.5,0.0,-3.3,100.3,108.7,-8.3,58044000
Quincy Pondexter,1153800.0,2010,NOH,23.0,66.0,35.0,31.0,2.8,0.3,1.3,0.4,0.2,0.3,0.2,-1.1,97.3,102.9,-5.6,58044000
Damien Wilkins,1146337.0,2010,ATL,31.0,52.0,25.0,27.0,3.5,0.0,1.7,0.8,0.4,0.5,0.2,-2.3,98.2,106.3,-8.1,58044000
Delonte West,1146337.0,2010,BOS,27.0,24.0,13.0,11.0,5.6,0.5,1.5,2.7,1.3,0.8,0.4,-3.6,92.3,102.4,-10.1,58044000
Toney Douglas,1145640.0,2010,NYK,25.0,81.0,41.0,40.0,10.6,1.8,3.0,3.0,1.1,1.1,0.0,1.4,107.6,104.8,2.8,58044000
Joel Przybilla,1145027.0,2010,CHA,31.0,36.0,18.0,18.0,1.8,0.0,4.0,0.4,0.8,0.1,0.4,-2.1,99.5,105.6,-6.1,58044000
Jordan Crawford,1120440.0,2010,WAS,22.0,42.0,17.0,25.0,11.7,0.8,2.5,2.8,2.0,0.9,0.1,-5.4,99.9,110.8,-10.9,58044000
Greivis Vasquez,1113600.0,2010,MEM,24.0,70.0,41.0,29.0,3.6,0.4,1.0,2.2,1.0,0.3,0.1,-0.9,98.5,102.7,-4.2,58044000
Lazar Hayward,1097520.0,2010,MIN,24.0,42.0,10.0,32.0,3.8,0.4,1.7,0.7,0.5,0.3,0.2,-2.8,98.3,111.2,-12.9,58044000
Christian Eyenga,1097520.0,2010,CLE,22.0,44.0,10.0,34.0,6.9,0.6,2.8,0.8,1.1,0.8,0.6,-4.6,100.3,111.0,-10.7,58044000
Ronnie Price,1069509.0,2010,UTA,28.0,59.0,31.0,28.0,3.3,0.3,1.0,0.9,0.9,0.7,0.1,0.2,102.3,100.5,1.8,58044000
Jon Brockman,1000000.0,2010,MIL,24.0,63.0,28.0,35.0,2.2,0.0,2.9,0.3,0.4,0.2,0.0,0.6,101.5,97.9,3.6,58044000
Craig Smith,992680.0,2010,LAC,27.0,48.0,17.0,31.0,5.4,0.0,2.4,0.6,0.7,0.3,0.1,-1.2,99.2,104.3,-5.1,58044000
Von Wafer,992680.0,2010,BOS,25.0,58.0,45.0,13.0,3.2,0.3,0.8,0.6,0.3,0.3,0.1,0.1,92.0,91.6,0.5,58044000
Steve Novak,992680.0,2010,SAS,28.0,30.0,18.0,12.0,3.5,0.9,0.9,0.1,0.1,0.0,0.2,-1.3,105.2,115.9,-10.8,58044000
Shelden Williams,992680.0,2010,NYK,27.0,59.0,38.0,21.0,4.5,0.0,4.6,0.5,0.7,0.4,0.4,-0.6,105.6,107.8,-2.2,58044000
DeJuan Blair,986000.0,2010,SAS,22.0,81.0,60.0,21.0,8.3,0.0,7.0,1.0,1.4,1.2,0.5,1.7,108.6,104.6,3.9,58044000
Sam Young,947800.0,2010,MEM,26.0,78.0,44.0,34.0,7.3,0.2,2.4,0.9,0.8,0.9,0.3,1.0,105.0,103.2,1.9,58044000
Dominic McGuire,915852.0,2010,CHA,25.0,52.0,18.0,34.0,3.3,0.0,3.8,0.8,0.5,0.2,0.6,-1.4,98.7,102.2,-3.6,58044000
Brandan Wright,915852.0,2010,NJN,23.0,37.0,14.0,23.0,3.8,0.0,2.4,0.3,0.4,0.3,0.5,-1.8,95.5,103.0,-7.5,58044000
Ian Mahinmi,915852.0,2010,DAL,24.0,56.0,39.0,17.0,3.1,0.0,2.1,0.1,0.4,0.3,0.3,1.2,108.7,100.0,8.7,58044000
